"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
| `isigeo_iduser` |  | `int4` |
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `LIEU` |  | `char` |
| `TYPE_DE_PO` |  | `char` |
| `PR_FIN` |  | `char` |
| `ABS` |  | `integer` |
| `ROUTE` |  | `char` |
| `LONGUEUR` |  | `integer` |
| `PR` |  | `integer` |
| `MJA` |  | `integer` |
| `PL` |  | `date` |
| `PR_ORIG` |  | `char` |
| `CUMUL` |  | `integer` |
| `OBJECTID` |  | `integer` |
| `CATEGORIE` |  | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/6ed6e0ab83244f1da4734b67da51730c).";"";"annual";"License Not Specified";"";"";"";"";False;"2021-11-29T19:01:50.600000";"2024-11-13T00:00:00";"2009,donnees-ouvertes,infrastructures,points-de-comptage,route,transports";"2025-11-03T00:04:23.887000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1403;99
"61a5158eccea66e0164ed79c";"Trafic routier - Points de comptage - Département du Loiret - 2010";"trafic-routier-points-de-comptage-departement-du-loiret-2010-1";"";"https://www.data.gouv.fr/datasets/trafic-routier-points-de-comptage-departement-du-loiret-2010-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Géolocalisation des points de comptage routier permanents et temporaires accompagnés des indicateurs annuels de trafic (TMJA tous véhicules / Part des poids-lourds en pourcentage / TMJA poids-lourds)
**Contexte de collecte**
La connaissance du trafic total à écouler sur une route (tous véhicules confondus) est indispensable pour donner à la voie des caractéristiques géométriques en rapport avec son importance et les vitesses pratiquées, établir des bilans accidentologiques et proposer des aménagements d’itinéraires ou de sécurité. Elle est également indispensable pour calculer la structure de chaussée nécessaire dans le cas de projets de réhabilitation ou d’aménagement, à partir du trafic poids lourd.
**Méthode de collecte**
Le réseau routier départemental a été découpé en sections homogènes de trafic. Outre les stations permanentes, des comptages temporaires sont effectués par les équipes de la D2I chaque année pour compléter la base trafic routier. Annuellement, ce sont près de 500 poses et déposes de compteurs qui ont été effectuées en régie. Dans le but de consolider et de fiabiliser la base trafic routier, il a été décidé de compter au moins une fois toutes les 5 années le trafic de chaque section. La fréquence de comptage est calculée en fonction de critères prédéfinis.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `CUMUL` |  | `integer` |
| `MJA_PL` |  | `integer` |
| `PRD` |  | `char` |
| `IDROUTE` |  | `char` |
| `OBJECTID` |  | `integer` |
| `PL` |  | `double` |
| `LIEU` |  | `char` |
| `PR` |  | `integer` |
| `PR_FIN` |  | `char` |
| `PR_ORIG` |  | `char` |
| `CATEGORIE` |  | `char` |
| `POSIT` |  | `integer` |
| `ABS` |  | `integer` |
| `ROUTE` |  | `char` |
| `TYPE` |  | `char` |
| `OBJECTID_1` |  | `integer` |
| `MJA` |  | `integer` |
| `IDROUTE_2` |  | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/172d4473e60244b98ebf9fdebe15bb82).";"";"annual";"License Not Specified";"2010-01-01";"2011-01-01";"";"";False;"2021-11-29T19:01:50.581000";"2024-11-13T00:00:00";"2010,donnees-ouvertes,infrastructures,mobilite,points-de-comptage,route,transports";"2025-11-03T00:04:24.319000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.67";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1459;130
"61a5158e930fccc0394ed79c";"Gestion des panneaux des ENS - Département du Loiret";"panneaux-des-parcs-departementaux-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/panneaux-des-parcs-departementaux-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Couche de ponctuel qui renseigne les panneaux au sein des ENS.
**Contexte de collecte**
En 1997, l'Assemblée départementale du Loiret a décidé d'instituer et d'utiliser la Taxe départementale des espaces naturels sensibles (ENS) pour promouvoir la création de sites ouverts gratuitement au public. Un ENS comprend des terrains en général devenus publics (par application du droit de préemption, par négociation amiable). Les ENS sont appelés parcs départementaux dans le Loiret.
Afin de faciliter la gestion patrimoniale des aménagements réalisés sur les 7 parcs départementaux ouverts au public, les différents équipements (accès, panneaux, mobiliers et chemins) sont référencés dans des bases de données.
Récemment (mai 2023), le service de l'environnement a besoin d'une application qui lui permet de récolter des informations qui seront directement envoyées sur la base de données référentielle. Cette donnée fait partie des informations vouées à être modifiable rapidement et facilement directement sur le terrain.
**Méthode de collecte**
La base de données initiale a été créée à partir de relevé GPS (campagnes en 2007, 2009, 2012 et 2016). Elle a été complétée par photo-interprétation.
Désormais il est possible de modifier cette donnée directement sur le terrain via Fields Maps. Mais aussi sur la carte web et sur ArcGis Pro directement en ciblant la base de données référentielle. Il est aussi possible de rajouter des photographies en pièces jointes.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `ID_PANNEAU` | id_panneau | `char` |
| `ACQUISITIO` | Acquisition de la donnée | `char` |
| `COMMENTAIR` | Commentaire | `char` |
| `CREATED_USER` | CREATED_USER	 | `char` |
| `LAST_EDITED_DATE` | last_edited_date | `date` |
| `LAST_EDITED_USER` | last_edited_user | `char` |
| `OBJECTID` | objectid | `integer` |
| `ETAT_SUP` | Etat du support | `char` |
| `COMMUNE` | Commune | `char` |
| `CREATED_DATE` | CREATED_DATE | `date` |
| `TYPE` | Type | `char` |
| `NOM_PARC` | Nom du parc départemental | `char` |
| `GLOBALID` | globalid | `globalid` |
| `type_panneaux` | Type de panneaux | `char` |
| `precision` | Précision | `char` |
| `date_de_la_photo` | Date de la photo | `date` |
| `etat` | Etat panneaux | `char` |
| `observation_terrain` | Observation de terrain | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/fd63650a0cd54e5a988aa09026a4e313).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.570000";"2025-07-16T00:00:00";"donnees-ouvertes,environnement,environnement-loiret,espace-naturel-sensible,gestion-patrimoniale,parc-departemental";"2025-08-08T01:14:27.954000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2025-07-16T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;0;1675;122
"61a5158eb8b9b1b0e24ed79c";"Tracés des véloroutes - Département du Loiret";"traces-des-veloroutes-departement-du-loiret";"";"https://www.data.gouv.fr/datasets/traces-des-veloroutes-departement-du-loiret";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Cette couche regroupe les tracés relatifs aux véloroutes réalisées ou en cours de réalisation dans le Loiret. A ce jour, deux projets sont concernés : ""La Loire à Vélo"" (qui suit la Loire) et ""la Scandibérique"" (qui longe les canaux de Briare et du Loing). 
Il s'agit d'itinéraires touristiques à parcourir à vélo.
La couche disponible en téléchargement contient uniquement les tracés définitifs ou provisoires ouverts au public.
**Contexte de collecte**
Le Département du Loiret est gestionnaire des Véloroutes dans le Loiret, hors agglomérations d'Orléans et de Montargis.
**Méthode de collecte**
La donnée initiale a été créée par les bureaux d'études et maîtres d’œuvre successifs des projets.
Pour la Loire à Vélo, la données actuelle a été constituée entre 2009 et 2016.
En Octobre 2011, la Direction de l'Environnement du Conseil Général du Loiret a retravaillé la donnée : l'ensemble des données du bureau d'études a été recalé sur le référentiel routier de la BD TOPO© IGN. Les tronçons de route ont été ensuite redécoupés en limite de communes.
Pour la Scandibérique, la donnée est en cours de constitution depuis 2012.
Pour l'ensemble des véloroutes, en 2015, la donnée a été retravaillée pour coller au standard COVADIS.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `NUM_FAUCHA` | Fauchage | `char` |
| `SITE_PROPR` | Site propre | `char` |
| `TRANCHE` | Tranche | `char` |
| `FICTIF` | Fictif | `char` |
| `TYPE_REV` | Type de revêtement | `char` |
| `OBJECTID` |  | `integer` |
| `TYPE_TRACE` | Type de tracé | `char` |
| `ETAPE` | Etape | `char` |
| `ID_LOCAL` | Identifiant | `char` |
| `JALONNEMEN` | Jalonnement | `char` |
| `SRC_GEOM` | Source de la numérisation | `char` |
| `ID_ON3V` | Identifiant de la véloroute | `char` |
| `SRC_ANNEE` | Année de la source de la numérisation | `char` |
| `REST_TYP` | Type de restriction | `char` |
| `LONG_M` | Longueur - Mètres | `double` |
| `AN_OUVERT` | Année d'ouverture | `char` |
| `PROPRIETE` | Propriété | `char` |
| `AVANCEMENT` | Etat d'avancement | `char` |
| `STATUT` | Statut | `char` |
| `REVETEMENT` | Revêtement | `char` |
| `GESTION` | Gestion | `char` |
| `RESTR_ACCE` | Restriction d'accès | `char` |
| `GEST_POLIC` | Gestion police | `char` |
| `SENSUNIQUE` | Sens unique | `char` |
| `PRECISION` | Précision | `char` |
| `DATESAISIE` | Date de dernière mise à jour | `char` |
| `GLOBALID` |  | `char` |
| `created_us` |  | `char` |
| `created_da` |  | `date` |
| `last_edite` |  | `char` |
| `last_edi_1` |  | `date` |
| `shape__len` |  | `double` |
| `commune` |  | `char` |
| `type` |  | `char` |
| `longueur_m` |  | `integer` |
| `cdc` |  | `char` |
| `remarques` |  | `char` |
| `dept` |  | `char` |
| `prio_vf` |  | `char` |
| `globalid_1` |  | `globalid` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/194fd0fef6ac4f23abec83e726fee9d1).";"";"annual";"License Not Specified";"";"";"";"";False;"2021-11-29T19:01:50.556000";"2025-11-21T00:00:00";"cyclotourisme,donnees-ouvertes,infrastructures,mobilite,tourisme,transports,veloroute";False;3;3;"zip";"DCAT";"dcat.isogeo.com";"";"2025-11-21T00:00:00";"";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2845;339
"61a5158ef0f2e393784ed79c";"Points de repère du réseau routier départemental - Département du Loiret";"points-de-repere-du-reseau-routier-departemental-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/points-de-repere-du-reseau-routier-departemental-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Bornage des routes, points routiers (ou points de repère ou PR) permettant la localisation par rapport aux bornes visibles sur les routes départementales du Loiret. La donnée contient l'identifiant de la route, le numéro de la route, le numéro du PR, l'abscisse et la catégorie de la route.
**Contexte de collecte**
Les points de repère constituent le bornage des routes. Ils sont implantés à des intervalles réguliers de 1000 mètres généralement pour une route neuve. Avec le temps, des modifications de tracé peuvent intervenir, modifiant ces intervalles appelés longueurs inter PR. 
**Méthode de collecte**
La mise à jour se fait par mesure sur le terrain de la distance parcourue sur la route entre un PR et le PR suivant.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `RD_PR` | Nom de la route et PR + Abscisse | `char` |
| `RD` | Nom de la route | `char` |
| `CUMUL` | Cumul du PR | `integer` |
| `AGENCE` | Nom de l'agence territoriale | `char` |
| `PR` | Borne PR | `integer` |
| `ABS` | Abscisse du PR | `integer` |
| `OBJECTID` |  | `integer` |
| `CLASSEMENT` | Catégorie de la route | `char` |
| `CENTRE_TRAVAUX` | Nom du centre de travaux concerné | `char` |
| `ROUTE` | Nom de la route (nom court) | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/3b9df79e80c441c78ff1926f746a948d).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.535000";"2022-04-25T00:00:00";"borne,donnees-ouvertes,infrastructures,points-repere,route,transports";False;1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2022-04-25T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2988;242
"61a5158eee19390a814ed79c";"Trafic routier - Sections de comptage - Département du Loiret - 2012";"trafic-routier-sections-de-comptage-departement-du-loiret-2012-1";"";"https://www.data.gouv.fr/datasets/trafic-routier-sections-de-comptage-departement-du-loiret-2012-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Les sections homogènes de trafic sur le réseau routier Départemental du Loiret - Edition 2012
**Contexte de collecte**
La connaissance du trafic total à écouler sur une route (tous véhicules confondus) est indispensable pour donner à la voie des caractéristiques géométriques en rapport avec son importance et les vitesses pratiquées, établir des bilans accidentologiques et proposer des aménagements d’itinéraires ou de sécurité. Elle est également indispensable pour calculer la structure de chaussée nécessaire dans le cas de projets de réhabilitation ou d’aménagement, à partir du trafic poids lourd.
**Méthode de collecte**
Le réseau routier départemental a été découpé en sections homogènes de trafic. Outre les stations permanentes, des comptages temporaires sont effectués par les équipes de la D2I chaque année pour compléter la base trafic routier. Annuellement, ce sont près de 500 poses et déposes de compteurs qui ont été effectuées en régie. Dans le but de consolider et de fiabiliser la base trafic routier, il a été décidé de compter au moins une fois toutes les 5 années le trafic de chaque section. La fréquence de comptage est calculée en fonction de critères prédéfinis.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `PR_CPTGE` |  | `char` |
| `PL` |  | `double` |
| `MJA` |  | `integer` |
| `ABF` |  | `integer` |
| `CUMULD` |  | `integer` |
| `LIEU` |  | `char` |
| `PR_FIN` |  | `char` |
| `PR_ORIG` |  | `char` |
| `TYPE` |  | `char` |
| `PRD` |  | `integer` |
| `ABD` |  | `integer` |
| `OBJECTID_1` |  | `integer` |
| `CUMULF` |  | `integer` |
| `ROUTE` |  | `char` |
| `PRF` |  | `integer` |
| `IDROUTE` |  | `char` |
| `CATEGORIE` |  | `char` |
| `OBJECTID` |  | `integer` |
| `MJA_PL` |  | `integer` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/95d3e6a18de24784a58ea01cad4abe44).";"";"annual";"License Not Specified";"2012-01-01";"2012-12-31";"";"";False;"2021-11-29T19:01:50.519000";"2024-11-13T00:00:00";"2012,donnees-ouvertes,infrastructures,mobilite,route,sections-de-comptage,transports";"2025-11-03T00:04:24.666000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.67";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1536;135
"61a5158eb894fbbbfc4ed79c";"Cyclotourisme - Les boucles cyclotouristiques - Département du Loiret";"cyclotourisme-les-boucles-cyclotouristiques-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/cyclotourisme-les-boucles-cyclotouristiques-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Cette couche de données regroupe toutes les boucles réalisées par le Conseil départemental du Loiret.
Les boucles cyclotouristiques permettent de parcourir à vélo un itinéraire où le point de départ et celui d'arrivée se confondent.
**Contexte de collecte**
Dans le cadre du volet cyclotouristique du PDIPR (Plan Départemental des Itinéraires de Promenades et de Randonnées), les circuits cyclotouristiques du Loiret ont été identifiés en vue d'être aménagés. 
Quinze d'entre elles ont été réalisées.
**Méthode de collecte**
Les boucles cyclotouristiques ont été créées à partir du référentiel routier de la BD Topo® de l'IGN© (2007) par la Direction de l'Environnement du Département du Loiret.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `ETAT` | Etat de la boucle | `char` |
| `NOM_BOUCLE` | Nom de la boucle | `char` |
| `OBJECTID` |  | `integer` |
| `ZONE_GEO` | Zone géographique | `char` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/e64979de600b4075b488b5247acb9ea3).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.472000";"2024-11-13T00:00:00";"cyclotourisme,donnees-ouvertes,infrastructures,mobilite,tourisme,transports,velos";False;1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2032;157
"61a5158ede601f3b6e4ed79a";"Localisation des parcs départementaux - Département du Loiret";"localisation-des-parcs-departementaux-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/localisation-des-parcs-departementaux-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"La localisation des parcs départementaux du Loiret
**Contexte de collecte**
En 1997, l'Assemblée départementale du Loiret a décidé d'instituer et d'utiliser la Taxe départementale des espaces naturels sensibles pour promouvoir la création de sites ouverts gratuitement au public.
Dans ce cadre, une couche des périmètres des parcs départementaux a été élaborée, regroupant les parcs départementaux ouverts (7) ainsi que les projets de parcs (3).
Un ENS comprend des terrains en général devenus publics (par application du droit de préemption, par négociation amiable).
**Méthode de collecte**
La couche a été créée à partir du centroïde de la couche ""périmètre des parcs départementaux""
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `PROPRIETE` | Propriétaire | `char` |
| `LIEN_URL` | Lien de l'URL | `char` |
| `ADRESSE` |  | `char` |
| `NOM_PARC` | Nom du parc départemental | `char` |
| `THEME` | Thématique | `char` |
| `VILLE` | Commune | `char` |
| `OBJECTID` |  | `integer` |
| `CODE_POSTA` | Code postal | `char` |
| `CLASSEMENT` | Etat d'avancement | `char` |
| `CREATED_USER` |  | `char` |
| `CREATED_DATE` |  | `date` |
| `LAST_EDITED_USER` |  | `char` |
| `LAST_EDITED_DATE` |  | `date` |
| `GLOBALID` |  | `globalid` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/76735079a4cc4829b555322deefe55ff).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.256000";"2022-04-25T00:00:00";"donnees-ouvertes,environnement-loiret,espace-naturel-sensible,parc-departemental,parcs";"2023-07-25T00:17:27.712000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2022-04-25T00:00:00";"";"0.44";0;0;0;0;0;0;0;1107;41
"61a5158e6494f40236993396";"Accès aux parcs départementaux - Département du Loiret";"acces-aux-parcs-departementaux-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/acces-aux-parcs-departementaux-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Accès aux parcs départementaux
**Contexte de collecte**
En 1997, l'Assemblée départementale du Loiret a décidé d'instituer et d'utiliser la Taxe départementale des espaces naturels sensibles (ENS) pour promouvoir la création de sites ouverts gratuitement au public. Un ENS comprend des terrains en général devenus publics (par application du droit de préemption, par négociation amiable). Les ENS sont appelés parcs départementaux dans le Loiret.
Afin de faciliter la gestion patrimoniale des aménagements réalisés sur les 7 parcs départementaux ouverts au public, les différents équipements (accès, panneaux, mobiliers et chemins) sont référencés dans des bases de données.
**Méthode de collecte**
La base de données ""Accès"" a été créée en 2012 à partir de la géolocalisation par orthophotographie (2010). Elle contient l'information ""Parking"" et ""Entrée"".
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `TYPE` | Type d'accès | `char` |
| `LAST_EDITED_USER` |  | `char` |
| `OBJECTID` |  | `integer` |
| `CREATED_USER` |  | `char` |
| `NOM_PARC` | Nom du parc départemental | `char` |
| `ACQUISITIO` | Acquisition de la donnée | `char` |
| `COMMUNE` |  | `char` |
| `DATE_ACQ` | Date d'acquisition | `date` |
| `LAST_EDITED_DATE` |  | `date` |
| `CODE_INSEE` | Code INSEE de la commune | `char` |
| `CREATED_DATE` |  | `date` |
| `CATEGORIE` | Catégorie | `char` |
| `GLOBALID` |  | `globalid` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/3f1147fdb4b747659fa35ea9d8d5b32b).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.195000";"2022-04-25T00:00:00";"donnees-ouvertes,environnement,environnement-loiret,espace-naturel-sensible,gestion-patrimoniale,parc-departemental";False;1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2022-04-25T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1806;132
"61a5158eccea66e0164ed79b";"Trafic routier - Points de comptage - Département du Loiret - 2018";"trafic-routier-points-de-comptage-departement-du-loiret-2018-1";"";"https://www.data.gouv.fr/datasets/trafic-routier-points-de-comptage-departement-du-loiret-2018-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Géolocalisation des points de comptage routier accompagnés des indicateurs annuels de trafic (TMJA tous véhicules / Part des poids-lourds en pourcentage / TMJA poids-lourds) - Édition 2018
**Contexte de collecte**
La connaissance du trafic total à écouler sur une route (tous véhicules confondus) est indispensable pour donner à la voie des caractéristiques géométriques en rapport avec son importance et les vitesses pratiquées, établir des bilans accidentologiques et proposer des aménagements d’itinéraires ou de sécurité. Elle est également indispensable pour calculer la structure de chaussée nécessaire dans le cas de projets de réhabilitation ou d’aménagement, à partir du trafic poids lourd.
**Méthode de collecte**
Le réseau routier départemental a été découpé en sections homogènes de trafic. Outre les stations permanentes, des comptages temporaires sont effectués par les équipes de la D2I chaque année pour compléter la base trafic routier. Annuellement, ce sont près de 500 poses et déposes de compteurs qui ont été effectuées en régie. Dans le but de consolider et de fiabiliser la base trafic routier, il a été décidé de compter au moins une fois toutes les 5 années le trafic de chaque section. La fréquence de comptage est calculée en fonction de critères prédéfinis.
Pour les points de comptage permanent du trafic (110 équipements), le recueil et l'exploitation des données peuvent être effectués avec des pas horaires, la discrimination des véhicules est effective sur tous ces sites (restitution TV/PL ou VL/PL).
On peut caractériser les postes de comptage permanent du trafic par le type de données disponibles:
. 68 postes sont en capacité de restituer des données de type débit avec une discrimination des véhicules suivant la longueur.
. 42 postes sont en capacité de restituer des données de type débit + vitesse avec une discrimination des véhicules suivant la longueur.
Sur ces 42 derniers équipements, une visualisation/recueil des données en temps réel est à priori possible, par contre cela suppose une connexion RTC ou GSM permanente pour chaque équipement.
Ainsi la congestion routière peut être visualiser/analyser sur ces points du réseau.
Une procédure de recueil des données automatique à intervalle régulier peut aussi être mise en place afin d'éviter une occupation permanente des lignes RTC ou GSM.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `OBJECTID` |  | `integer` |
| `ROUTE` |  | `char` |
| `PR` |  | `double` |
| `ABS` |  | `double` |
| `CUMUL` |  | `double` |
| `IDROUTE` |  | `char` |
| `PR_CPTGE` |  | `char` |
| `PR_ORIG` |  | `char` |
| `PR_FIN` |  | `char` |
| `LIEU` |  | `char` |
| `TYPE_` |  | `char` |
| `MJA` |  | `double` |
| `PL` |  | `double` |
| `MJA_PL` |  | `double` |
| `CPTGE_YEAR` |  | `double` |
| `VALUE_TYPE` |  | `char` |
| `CATEGORIE` |  | `double` |
